Account ID	Summoner Name	Rank	Role	Lane	Wins	kills	deaths	assists	goldEarned	goldSpent	magicDamageDealt	magicDamageDealtToChampions	magicalDamageTaken	physicalDamageDealt	physicalDamageDealtToChampions	physicalDamageTaken	trueDamageDealt	trueDamageDealtToChampions	trueDamageTaken	totalDamageDealt	totalDamageDealtToChampions	totalDamageTaken	longestTimeSpentLiving	damageDealtToTurrets	damageDealtToObjectives	totalHeal	totalUnitsHealed	visionScore	wardsPlaced	wardsKilled	visionWardsBoughtInGame	sightWardsBoughtInGame	totalTimeCrowdControlDealt	damageSelfMitigated	timeCCingOthers	totalMinionsKilled	neutralMinionsKilled	largestCriticalStrike	neutralMinionsKilledTeamJungle	neutralMinionsKilledEnemyJungle	champLevel	doubleKills	tripleKills	quadraKills	pentaKills	unrealKills	inhibitorKills	turretKills	killingSprees	largestKillingSpree	largestMultiKill
sizESsMeLrUCpNE9m_TbFbEERhlAZTi0XpTp5f57-UXl9P8	ElectricHuman	SILVER I	DUO_CARRY	BOTTOM	55	8.71	5.81	9.44	12163.21	11161.15	9224.69	3037.7	6724.0	105582.81	18202.9	10579.71	5075.52	522.08	849.01	119883.78	21763.28	18153.45	627.0	4643.17	8442.03	3247.69	2.73	21.31	10.5	2.65	0.16	0.0	114.88	10273.73	16.59	133.21	9.22	694.93	4.38	1.27	13.95	1.15	0.16	0.0	0.0	0.0	0.37	1.63	2.0	4.05	1.69
BrhKmm-z0AwQeVlQ33iCVskpUgxj7DUtYNjig-J15mvm4X0	Витя Булдыга	SILVER I	SOLO	MID	47	5.21	7.17	8.49	9690.51	8783.31	70560.43	15924.49	7314.92	15122.69	1905.88	11210.83	4964.92	1218.53	1031.98	90648.8	19049.65	19558.53	549.09	2491.84	4857.24	3415.65	1.3	25.85	12.64	1.66	2.2	0.0	184.58	13821.82	22.76	104.12	6.6	2.2	4.3	0.48	13.55	0.43	0.05	0.01	0.0	0.0	0.07	0.65	1.21	2.26	1.3
tBvHdFdOGJUzgcFPksrhVL-T5H5j_TsxU6FiHZ1LBwT-K98	LisichkinVitamin	SILVER I	DUO_CARRY	BOTTOM	49	5.98	5.87	8.91	10641.44	9872.07	22786.05	4783.13	7360.71	70580.41	10136.82	12466.79	8439.53	1433.9	1072.12	101806.74	16354.67	20900.47	596.8	2306.05	9403.81	5489.27	3.05	29.57	12.28	2.1	2.58	0.0	149.25	14461.38	23.04	101.92	24.97	342.01	16.58	1.96	13.69	0.58	0.12	0.01	0.01	0.0	0.25	0.92	1.33	2.74	1.41
VdZnAy-jwOR9De8qjhlBuDOb7qVeWtqn_5x73EbPGkJjOgs	Feed Expert	SILVER I	SOLO	MID	55	10.03	6.7	6.27	11854.38	10737.4	22846.53	3710.37	7723.03	100235.49	17468.62	15888.75	7777.86	1194.59	1162.84	130860.62	22374.39	24775.5	534.76	3065.22	10238.69	7056.07	1.1	16.17	5.29	2.66	1.6	0.0	169.79	15420.64	21.27	113.56	42.52	168.39	27.46	4.51	14.09	1.07	0.15	0.01	0.0	0.0	0.12	0.97	2.29	3.93	1.64
CQ9vV00bIB3lCjx_CB2HvkUNW93xK0QBzPlZpqotH_4UOrM	NoobsCanFly	SILVER I	SOLO	TOP	62	7.06	3.2	7.85	11246.44	10866.31	60769.3	13631.32	7246.68	55560.22	7192.43	11421.3	8867.12	1542.59	1005.1	125197.5	22367.01	19673.85	724.95	3565.03	10429.01	4403.0	0.98	32.95	13.34	2.5	4.66	0.0	537.5	16870.51	38.54	122.53	22.29	87.24	11.25	2.22	14.52	0.54	0.05	0.01	0.01	0.0	0.17	1.18	1.43	4.36	1.36
Xobig9fU_bmjWCzzmI_BzjO1DuIals1dUYYAUcjMt7D0s7w	LesnikVolkov	SILVER I	DUO_SUPPORT	BOTTOM	43	6.92	6.06	11.01	11203.32	10157.86	35374.96	10120.98	9108.19	49260.31	7739.3	12305.42	7511.43	1644.54	1182.66	92147.49	19505.59	22597.06	640.32	2745.71	7519.63	5451.07	1.77	22.25	9.04	2.88	1.23	0.0	176.77	17163.67	33.47	97.9	11.21	187.89	6.72	0.94	14.0	0.85	0.13	0.02	0.0	0.0	0.25	0.97	1.67	3.22	1.61
QdRQGDd99zs-X8A2vZVPK0zE1IqNH0uJIl8eecGaazthx8Q	DrkSoul	SILVER I	DUO_CARRY	BOTTOM	49	5.37	5.14	8.76	10596.72	9577.58	8699.71	2341.87	6093.37	88584.95	12394.76	9777.17	5196.88	395.72	662.64	102482.27	15132.92	16533.95	680.01	3331.07	8960.87	2812.66	3.15	16.2	7.98	1.46	0.7	0.0	186.13	10213.79	21.79	135.21	10.57	512.57	6.99	0.48	13.26	0.45	0.05	0.02	0.0	0.0	0.2	1.28	1.29	2.58	1.27
qDYLC9vSsCfzFDMneIWsHm0H-DK8E6hjLay2-OIDvzm67sk	ya BAKA	SILVER I	SOLO	MID	48	8.44	6.45	6.72	11189.25	10130.9	16534.46	3473.85	8846.15	87003.53	14152.8	13296.84	6773.49	1424.92	1355.86	110312.21	19052.24	23499.71	570.41	2718.96	7532.96	5567.01	1.64	13.82	6.87	1.81	0.01	0.0	103.45	15745.0	15.31	110.76	25.52	309.68	17.09	3.66	13.62	1.13	0.26	0.05	0.02	0.0	0.15	0.78	1.91	3.55	1.73
QQuhAPiHuUkRIxTJRyFF4oj2bmpZAn2aMuFQSbj9VcgMPSo	chegovuk	SILVER I	DUO_SUPPORT	BOTTOM	47	2.75	6.49	13.26	8436.81	7497.52	17525.72	5766.27	8111.04	14602.96	3716.31	11289.09	3618.63	690.91	1361.3	35748.07	10174.03	20762.4	566.92	1527.05	3374.13	6908.54	3.5	32.13	15.22	3.35	3.83	0.0	155.79	15828.51	31.69	25.93	6.97	77.82	4.72	0.34	12.78	0.13	0.0	0.0	0.0	0.0	0.08	0.41	0.56	1.49	1.0
0QZLhfbM6UzaMc01gVAXYf4C9D-PCQfDHSsAo0lPgK-mrNk	Evil Dream	SILVER I	DUO_CARRY	BOTTOM	54	9.11	8.44	9.67	11139.67	9871.52	29850.78	6992.02	8461.65	63927.81	14360.31	14701.43	5110.61	1656.51	1079.53	98890.11	23009.64	24243.49	421.18	3361.36	5997.78	7569.52	3.01	20.68	11.1	0.8	0.19	0.0	110.7	14662.34	23.25	93.59	13.13	440.65	7.91	2.4	13.01	1.32	0.2	0.05	0.01	0.0	0.14	1.35	2.05	3.71	1.77
cSWtB2gT2wrbozQoNydrRObe_h5AV2BbUE8m5uRqMdnZ37Y	kostrrr	SILVER I	NONE	JUNGLE	58	6.45	4.3	9.84	11573.13	10483.6	81601.76	8506.63	10700.11	54803.46	5931.43	23775.64	18743.56	943.48	1701.3	155149.49	15382.3	36177.85	647.07	2034.67	18026.1	16903.47	1.4	12.4	2.57	1.03	2.17	0.0	360.55	36276.61	19.48	39.65	113.41	14.4	81.65	7.17	13.96	0.77	0.16	0.02	0.0	0.0	0.26	1.31	1.49	3.68	1.56
7samDZBMebIz_5GMfR2i__2oZIXbXjlQr8AqVlvmvSVNRfg	Lexus2507	SILVER I	SOLO	TOP	53	8.34	6.69	5.06	13594.67	12325.04	22372.56	5180.1	10295.1	142830.07	14724.74	22147.52	10877.64	1515.08	1815.66	176081.02	21420.74	34259.11	555.9	10835.19	21165.38	11205.41	1.08	19.57	9.35	1.39	1.27	0.0	281.99	24927.51	21.34	160.51	34.72	52.52	19.11	6.48	15.17	0.77	0.13	0.03	0.0	0.0	1.0	3.52	1.93	3.45	1.6
VKDCdKAR-KEuBlbs4GsUXKLA_T27qIMKGxXUG5dYpjCTvOI	CHEREPUSHКА	SILVER I	SOLO	BOTTOM	42	5.45	6.43	9.84	9769.94	8907.35	36087.15	8814.39	6998.11	40782.24	6220.97	11505.75	7412.21	1655.82	976.4	84282.39	16691.97	19481.22	533.13	1807.91	4007.98	4939.37	2.68	19.9	9.86	1.68	0.57	0.0	206.48	11918.61	29.99	98.87	9.59	209.64	5.73	1.07	13.12	0.4	0.03	0.0	0.0	0.0	0.07	0.7	1.22	2.5	1.3
LWgO3fAoZrfI9MYxfmAgfPdU_j0K3ikpHoMNc_nrCvvzhgA	KillingJ0ke	SILVER I	SOLO	TOP	51	5.25	4.48	8.57	10401.92	9494.26	19343.36	4211.35	8492.26	76024.15	11859.31	15742.82	7697.55	1037.01	1881.49	103065.69	17108.32	26117.44	692.01	2855.4	9113.68	6643.19	1.98	21.84	9.11	1.89	1.85	0.0	149.8	25767.49	27.46	111.65	19.77	65.74	11.46	1.52	13.78	0.47	0.04	0.0	0.0	0.0	0.14	0.99	1.16	2.78	1.32
1iefNbIsafZL7CgXsqI3O14eWauhmozjDlcu_arIWxXPt4o	SELFDESTRUCT	SILVER I	DUO_CARRY	BOTTOM	46	5.02	4.84	8.71	9823.62	8673.41	15636.56	4559.95	6102.06	67079.36	10387.31	10238.3	7505.28	982.8	856.91	90221.98	15930.75	17198.15	624.33	2907.86	6754.95	4031.21	2.6	29.14	12.17	2.65	2.58	0.0	159.44	12443.15	22.01	109.18	13.2	278.35	7.94	1.16	12.98	0.65	0.14	0.02	0.0	0.0	0.17	0.9	1.04	2.64	1.22
wX8lqIQCr0Q5HIeL4GpV3MbMB7q8B2qnVhHnBODcbzZl7MI	Smurf in Bronze	SILVER I	NONE	JUNGLE	59	7.73	6.23	8.69	12133.48	10888.5	56866.96	6746.46	9027.97	87484.67	10077.42	18154.32	14002.18	1702.46	1414.98	158354.69	18527.1	28598.13	633.11	2504.93	21195.76	10843.78	2.5	20.09	5.04	2.44	1.35	0.0	227.6	22537.94	20.07	76.27	91.56	187.49	59.57	8.49	14.55	0.82	0.12	0.02	0.0	0.0	0.21	1.17	1.73	3.42	1.5
GTQ9kcG0JhgCvyphAw1rPX4PIuSWvLGvD4D_yuPystqbO6I	Who Am I Now	SILVER I	SOLO	JUNGLE	59	11.82	7.38	6.95	12031.1	11055.38	56115.75	13727.05	9420.28	66538.46	9857.58	17185.9	7456.85	1032.32	1880.45	130111.8	24617.52	28487.51	464.99	1817.37	10484.97	7322.14	1.03	18.1	8.21	1.46	0.89	0.0	205.1	24003.06	16.89	89.28	47.4	28.21	29.82	6.89	14.3	2.08	0.64	0.15	0.04	0.0	0.15	0.78	2.43	4.75	2.07
LfkvyLpiWnIut6Ks-jX60BGALnIDHY3xfurUQ9NxVNw3y_0	Yasuicide V2	SILVER I	SOLO	TOP	43	7.33	6.35	6.54	10672.72	9777.27	23675.57	4891.99	9313.19	73882.93	10606.55	15563.6	6639.68	1446.11	1512.32	104198.97	16945.33	26390.0	606.34	3401.63	7868.11	5461.36	1.05	12.9	6.93	0.93	0.2	0.0	180.93	21231.1	17.42	110.01	22.19	186.03	15.79	2.0	13.93	0.78	0.14	0.03	0.02	0.0	0.18	1.14	1.81	3.21	1.62
-ltypMBxLbp4i8dQUHnUezMS5W2R4kuTTncEJDYclNRAcc8	TraumDr	SILVER I	NONE	JUNGLE	41	3.86	5.72	7.61	9887.0	9190.98	60243.59	7794.67	7180.5	52832.6	4249.82	16375.15	13279.49	881.99	1083.81	126356.55	12927.2	24640.4	610.53	1883.96	14586.95	9120.89	1.75	25.05	9.19	2.66	4.67	0.0	302.82	19671.57	29.86	61.11	74.8	25.71	52.54	3.14	13.63	0.27	0.01	0.01	0.0	0.0	0.15	0.83	0.93	1.5	1.14
k8yFbwOImAAF9vJXrLY4CuHEI7mFEej-zHZ2xQoa4acLepE	Maestro Gengsto	SILVER I	DUO_CARRY	BOTTOM	54	7.86	5.68	9.38	10885.76	9935.3	28833.74	7842.96	7863.81	67880.35	13550.35	11986.72	4061.36	699.35	1010.7	100776.19	22093.35	20862.11	608.51	3231.95	7057.69	6035.88	2.1	11.82	5.7	1.33	0.51	0.0	159.13	13720.19	24.78	122.92	7.93	394.32	4.52	1.0	13.61	0.79	0.13	0.01	0.0	0.0	0.14	1.17	1.68	3.79	1.55
3gvX9PTngTySbQFsseGSWCETzwzRmSe1hiARRVolrTkJdUU	VINTAKLI	SILVER I	DUO_CARRY	BOTTOM	53	7.5	8.31	8.54	11231.07	10394.95	23365.09	6428.96	8690.9	81526.16	13931.86	14186.45	6078.18	723.8	1187.05	110970.18	21085.29	24065.21	451.55	3538.87	7756.94	3640.34	2.46	20.9	10.8	1.91	1.78	0.0	111.61	13131.21	13.31	126.65	13.59	317.16	7.24	2.72	13.69	0.85	0.09	0.02	0.01	0.0	0.22	1.26	1.72	3.0	1.54
jpilp4gkWhVUGqx-fBXjb5gYPcBfbSUyeLAuu0yMJpDaxLM	Zirata	SILVER I	DUO_SUPPORT	BOTTOM	58	6.23	7.32	11.69	10172.32	9508.54	61962.43	16256.12	8466.65	10889.27	1773.54	10639.36	4962.13	1271.45	843.05	77814.77	19301.99	19949.89	524.29	2338.63	5066.35	6673.44	1.87	29.5	14.51	1.87	0.07	0.0	174.12	11916.01	44.11	68.1	10.62	15.8	4.95	1.33	13.44	0.52	0.07	0.0	0.0	0.0	0.16	0.88	1.4	2.52	1.35
_SXsVfuIheO8W4T8paVQOG4PpP3ueUItjdliQmgklTFFmws	Whitery	SILVER I	SOLO	TOP	54	7.03	8.47	6.75	11057.64	10298.39	12484.11	2507.84	9203.66	115199.45	18064.38	18478.59	6340.1	934.19	2306.08	134024.55	21507.17	29989.28	412.14	4625.64	12499.15	7430.57	1.75	13.36	6.32	1.34	0.03	0.0	169.41	25483.44	14.89	122.61	23.98	150.17	12.72	4.37	13.87	0.69	0.09	0.02	0.0	0.0	0.27	1.61	1.53	2.74	1.43
aEgCOBgUCRjpV5_F6iInR30VN2Tr60PAgRQFRwxnTvGNNO4	l1naD	SILVER I	SOLO	MID	50	9.73	8.9	8.37	11769.17	11147.69	51389.53	11539.14	9025.04	59121.94	10378.38	14572.96	7510.66	1060.03	1328.08	118022.91	22978.17	24926.98	467.53	2258.8	4520.64	4845.87	1.27	25.84	12.09	2.13	3.95	0.0	139.86	18231.16	18.33	108.91	28.55	167.74	16.45	7.07	14.21	1.11	0.12	0.0	0.0	0.0	0.14	0.85	2.36	3.62	1.69
6HUivbWuM0hFt2MaDw4dB5yZQBAIqpCkTxnaI29xaHZybf8	Птичья Личность	SILVER I	DUO_SUPPORT	BOTTOM	57	1.3	5.31	13.39	7513.61	6738.55	13302.91	4037.79	6220.12	3489.35	855.38	7380.72	2277.64	768.79	636.77	19070.69	5662.78	14238.4	604.37	1202.81	2535.31	3743.78	4.72	26.14	11.74	2.59	1.3	0.0	181.78	10206.91	31.42	16.56	0.79	0.0	0.18	0.06	12.23	0.04	0.0	0.0	0.0	0.0	0.1	0.25	0.2	0.35	0.63
AeY0i0gpOgFuHG97dPSUSfwbN3J9txTLQA3RS_v5uCreFU4	Newdivide09	SILVER I	DUO_CARRY	BOTTOM	43	6.48	6.74	8.49	10744.76	9885.84	17173.88	4441.33	7428.98	93233.21	14518.92	14201.71	6569.76	896.45	1018.85	116977.57	19857.36	22650.38	566.15	2493.23	6658.83	5077.26	2.46	20.06	9.05	1.36	0.94	0.0	169.82	14916.42	20.65	119.53	22.08	399.01	15.85	1.94	13.63	0.59	0.07	0.0	0.0	0.0	0.13	0.79	1.37	3.09	1.4
B_HAGOgAo1HntlN-Qfcl0WJ9ZFPUL-OsuFWLuQVUNrtFdps	Скабдыщ	SILVER I	DUO_SUPPORT	BOTTOM	59	4.8	5.52	11.27	9628.48	8573.64	37176.19	7185.64	7863.07	34729.86	5049.16	12771.16	7622.39	765.07	1044.12	79529.38	13000.63	21679.3	630.52	1569.94	7860.85	7111.34	2.67	31.2	10.3	3.6	2.39	0.0	235.73	16702.06	33.04	42.07	41.03	28.81	27.76	4.14	13.37	0.34	0.03	0.01	0.0	0.0	0.11	0.61	1.11	2.12	1.19
kJd13VOZt30c1YVCvEwHeudhCzWZLzBVm3X-uJmTvHfylmY	MilKa02	SILVER I	DUO_SUPPORT	BOTTOM	50	4.76	5.15	12.38	9617.26	8977.07	15879.25	5589.61	6803.72	42653.33	6980.39	9076.21	5694.45	930.39	900.46	64227.88	13501.21	16781.18	697.45	2337.82	5852.04	5252.53	3.76	37.16	15.67	2.78	3.7	0.0	130.12	11171.23	22.46	71.63	6.38	108.86	2.97	0.88	13.32	0.58	0.12	0.03	0.0	0.0	0.18	0.92	0.95	2.27	1.21
ObYKviliyqSnm5KyqlrA2xj6_0kuq8MVH03vc4f-DuNeD_c	Hugosha	SILVER I	SOLO	MID	56	3.94	6.08	9.18	8917.34	8068.65	67889.14	12979.46	6598.12	11982.22	1110.57	8238.13	5412.21	1097.51	668.87	85284.36	15188.35	15505.87	592.42	3513.71	6752.18	1728.81	1.04	31.16	13.59	2.04	5.92	0.0	256.76	7976.95	26.3	106.41	2.2	0.61	0.41	0.21	13.3	0.18	0.0	0.0	0.0	0.0	0.2	1.0	0.9	1.71	1.07
fcMiYHCTWO06_lJVfTSbx8o-3-KednK9kHrYfOQ6GFA_lRE	Sаnta Сlаus	SILVER I	NONE	JUNGLE	51	5.48	5.81	9.24	10043.52	9056.52	42695.39	4694.63	7774.13	53606.91	5608.35	16467.03	9289.77	1391.19	1448.44	105592.94	11695.02	25690.43	514.57	941.79	14439.78	8453.54	2.47	24.53	7.39	2.6	2.43	0.0	251.97	27130.14	33.89	26.18	85.83	8.91	58.9	4.87	12.91	0.55	0.06	0.02	0.0	0.0	0.07	0.48	1.31	2.65	1.34
S3_nztSapI1UWUqM57DIxrIS_jh3etG0KzDaRTy0vjvCgL4	Altered Carbon	SILVER I	SOLO	MID	50	8.94	4.64	5.74	11240.47	10387.44	13093.8	2422.88	6666.86	95564.03	17057.82	11312.46	3732.75	601.93	845.03	112391.3	20083.29	18825.11	681.2	2350.41	6263.81	4086.07	1.04	19.76	8.39	2.93	0.68	0.0	109.33	10522.99	7.49	125.16	21.31	84.52	11.76	2.7	13.91	0.85	0.11	0.01	0.0	0.0	0.18	0.88	2.07	4.32	1.54
0zHKYZy7epFsUSBhFRarZHlWATWXOPA7jNqIZaOCgLVkdk0	SUNPОOL	SILVER I	SOLO	TOP	45	5.7	7.94	7.83	11004.28	10134.78	14378.5	4656.0	9448.34	116751.67	12846.15	16636.18	10112.26	1710.87	1424.53	141243.27	19213.82	27509.93	500.33	2911.12	6943.74	6808.83	1.27	11.95	5.04	0.83	0.95	0.0	274.95	19788.77	16.37	134.7	11.14	472.09	6.18	1.92	14.31	0.39	0.03	0.01	0.0	0.0	0.14	1.21	1.33	2.1	1.27
Tf94rdAz-TqCCZ6RB6H1wEG-z3L6OdeaOe44FntKKkGsSFE	КусочекТорта	SILVER I	SOLO	BOTTOM	38	6.55	6.3	7.22	10829.29	9859.08	18664.67	5150.42	7813.38	68077.42	9576.08	11563.46	7326.71	960.43	1330.65	94069.69	15687.75	20708.4	580.26	2525.98	7489.04	3718.11	1.98	27.74	11.44	3.03	1.86	0.0	138.71	20243.76	25.64	112.49	8.15	76.16	3.08	1.4	13.86	0.74	0.15	0.04	0.0	0.0	0.17	0.91	1.33	3.42	1.52
ZKHARMvI2ZdMbg2jRm9HK4CIHs5UtOFcOvO-j5qGvPR4ljA	Sn0rl4x15	SILVER I	DUO_SUPPORT	BOTTOM	45	5.08	6.5	9.74	9456.71	8542.77	20308.05	5907.82	7051.88	54228.13	9021.81	12776.92	5971.34	948.24	1119.87	80508.37	15878.57	20949.55	536.37	2248.23	7308.06	6083.99	2.91	24.83	11.22	2.25	3.77	0.0	191.97	16419.32	25.75	79.06	16.79	146.18	8.92	1.93	12.57	0.65	0.07	0.02	0.0	0.0	0.14	0.72	1.04	2.11	1.31
tE7D_3F4vVnIYUElXTmuyR0yncTVCh0izOiimYpsgeC1bQE	Noki	SILVER I	SOLO	TOP	52	5.47	6.94	8.11	10900.0	9826.85	40291.61	6316.82	9527.39	76579.27	9986.4	16834.64	8487.36	757.92	1742.73	125359.06	17061.76	28105.73	498.13	4014.79	9922.09	6436.88	0.98	11.59	6.49	0.97	0.05	0.0	313.23	31376.29	25.26	141.23	15.2	5.01	9.53	0.97	14.6	0.51	0.06	0.01	0.0	0.0	0.3	1.54	1.26	2.49	1.4
p1D7WiY0yDl7lYxfMmsPFKgfFghJIkpD0ROn63cmYX_LUo4	Qvait	SILVER I	DUO_SUPPORT	BOTTOM	50	5.77	6.93	10.62	9835.79	8812.03	32785.88	7365.37	7947.44	45388.72	6823.82	15357.95	6443.86	1204.08	1647.0	84619.38	15393.84	24953.26	495.49	1720.62	7435.19	6961.42	1.89	23.77	10.08	2.18	0.99	0.0	214.04	25839.22	31.12	55.27	36.46	28.82	25.06	3.19	13.12	0.47	0.07	0.01	0.0	0.0	0.1	0.7	1.33	2.12	1.27
6V3ZWhZH_s9DavpVW5TmE0eTZeY1jp_v1dA6LyAPDQ9K_e0	CJIouD	SILVER I	SOLO	MID	50	6.36	5.65	7.99	9990.82	8875.19	39024.99	6381.8	6760.35	57880.32	7292.22	14646.49	7900.87	724.42	992.08	104806.95	14399.09	22399.69	561.12	1456.61	7538.57	6231.37	1.21	17.56	8.43	1.41	2.06	0.0	214.57	17732.32	14.5	75.29	45.28	48.11	33.31	2.65	13.37	0.55	0.02	0.01	0.0	0.0	0.17	0.55	1.46	2.94	1.37
LEPcrAQaFQ7mkr4eHdzzJpVbXTwtm5xwvb5Kc8_6HvTp1u8	deadstone666	SILVER I	DUO_CARRY	BOTTOM	46	3.71	6.1	9.52	9227.36	8478.25	12416.89	3328.89	7890.62	72306.82	9705.7	12395.58	5093.06	832.36	1229.33	89817.6	13867.59	21516.43	617.84	3379.01	7523.64	3463.58	2.47	26.41	11.4	2.13	1.48	0.0	152.71	17856.89	23.69	106.13	7.03	372.94	2.9	1.26	13.15	0.29	0.02	0.0	0.0	0.0	0.16	0.83	0.93	1.65	1.12
6IZPindjwtFPgsjgOzJjabVdxEgwIRDaQVq_lrAoY8NqNno	Eva  C137	SILVER I	SOLO	MID	39	3.86	7.62	7.75	8729.68	8125.98	63988.81	13827.56	7495.1	19278.43	1740.21	9143.93	3605.9	551.89	653.79	86873.98	16120.43	17293.58	526.48	2482.16	4107.14	1148.83	1.25	21.59	11.79	1.31	1.25	0.0	180.85	8040.69	26.12	93.76	2.82	62.23	1.69	0.35	12.9	0.25	0.0	0.0	0.0	0.0	0.15	0.77	0.83	1.61	1.13
evpYwsqMsKcbRjV1r18bd8qW-sEX5OSV_SKeRfepSVau5aw	e boy Aphelios	SILVER I	DUO_CARRY	BOTTOM	53	7.33	6.8	10.33	10862.57	9898.23	15870.13	4511.44	8374.99	86508.61	14969.13	13579.66	7701.12	1553.12	1005.89	110080.56	21034.32	22961.32	554.3	4029.13	9747.45	5542.68	2.57	17.18	8.86	1.23	0.26	0.0	197.48	15716.04	28.34	112.6	9.96	410.62	5.2	1.29	13.57	0.98	0.16	0.03	0.01	0.0	0.19	1.18	1.7	3.35	1.66
riYl-W-j34q0SmiCP_-FUUgQEKFdDUS_zx02g7LvqnUxE-s	Asukа Lengly 	SILVER I	SOLO	TOP	52	6.14	7.29	7.1	11020.24	9995.17	52254.24	8894.41	10115.98	57661.15	7793.01	16639.85	8127.28	1090.88	1607.76	118043.46	17779.08	28364.39	500.23	3433.25	11912.38	7488.51	1.72	18.99	7.25	1.96	1.14	0.0	246.32	24860.22	21.33	112.91	30.67	143.02	18.66	3.56	13.96	0.61	0.05	0.0	0.0	0.0	0.22	1.31	1.41	2.49	1.36
qYoJ5Y6UqIPYYUGXhgaZHrZ0xjJZgaBx2PCekS9_x5CF8_c	Lord0fCinder	SILVER I	SOLO	TOP	52	6.22	6.98	8.34	11532.92	10660.28	35243.24	7053.89	10574.26	86298.15	12001.85	17775.77	7442.41	786.33	2056.04	128984.56	19842.65	30406.94	497.73	5806.43	11202.55	5784.52	1.32	6.98	3.55	0.65	0.17	0.0	413.29	34275.72	32.69	138.75	16.16	121.84	9.11	1.91	14.57	0.61	0.11	0.02	0.0	0.0	0.36	1.92	1.4	2.57	1.41
HkzSbk5pTlOP42pK9zN9XfDNBOesP8qdycu793BGOqZF8Bc	Tisseran	SILVER I	DUO_CARRY	BOTTOM	58	10.65	7.09	6.39	12017.72	10672.64	18314.36	3091.52	7593.43	91432.43	17408.14	12638.63	4461.18	565.47	883.41	114208.65	21065.85	21116.34	542.07	4267.99	7174.53	3157.48	2.66	9.79	6.16	0.38	0.03	0.0	85.94	10087.37	6.99	139.47	8.9	538.52	4.57	1.75	13.42	1.7	0.27	0.08	0.01	0.0	0.26	1.4	2.35	4.15	1.96
_da14-sqZyTYkTBM8m0QE5Lrm8wDuDe9NhYWWpD2ZMbjHOQ	Не та дырочка	SILVER I	SOLO	MID	47	3.59	6.12	10.22	8620.39	7716.33	51112.67	10835.93	6424.65	11483.92	1480.75	9066.93	7727.92	1324.71	906.66	70325.3	13642.25	16399.08	578.1	1779.73	4090.53	2672.49	1.71	29.41	13.92	2.2	2.75	0.0	176.04	11804.33	31.47	89.52	3.91	11.28	2.01	0.49	12.76	0.18	0.01	0.0	0.0	0.0	0.1	0.63	0.77	1.82	0.99
SWtHdQvU72y46OGTUxO6UnPXWZjEor93mZldYsgFPHOrJ2Y	Tabris12	SILVER I	SOLO	TOP	59	10.05	7.1	5.13	13276.1	11934.33	8941.18	2650.88	7380.89	118817.21	15369.93	17966.48	22958.65	5322.84	1822.53	150718.02	23344.54	27170.77	483.91	6846.27	13529.37	4100.95	1.06	14.4	7.31	1.1	0.61	0.0	161.72	24037.17	20.6	146.62	29.32	24.02	15.28	6.58	14.66	1.16	0.25	0.06	0.02	0.0	0.52	2.4	2.3	3.78	1.71
yKm-0BKi3cza3i5le1okNFrJ29V1S4CXFjpKwXeJyiqINbI	Sunan	SILVER I	DUO_CARRY	BOTTOM	57	8.9	6.27	8.71	12650.45	11426.83	31964.88	6707.19	8995.16	96531.31	13789.65	15213.44	8599.96	1355.69	1417.08	137097.07	21853.32	25626.57	676.64	4310.19	13341.36	6908.62	2.11	13.69	6.36	1.1	0.31	0.0	176.28	20681.28	20.56	107.55	37.72	334.94	21.4	5.56	14.53	1.13	0.19	0.02	0.0	0.0	0.38	1.66	1.78	4.18	1.63
rAv6xI0WigC5yz74NDUQ6oBS-XPY0ZLcgyvj-eCEF-GZMDM	MegaUrpok	SILVER I	SOLO	MID	51	7.22	7.27	7.56	11528.38	10676.96	67704.83	13484.91	8892.19	52428.22	7271.56	13993.75	8170.4	1656.12	1551.33	128304.29	22413.38	24438.34	529.23	3170.63	6686.55	5649.62	1.08	19.45	8.81	1.28	1.76	0.0	199.91	19740.86	20.85	135.88	13.36	147.73	8.77	1.29	14.77	0.57	0.07	0.0	0.0	0.0	0.17	1.01	1.62	2.92	1.37
Jwc3-kmbEc0Ry3cT4RRP2_oO6C0p0lJXP4xePtux3k3K4hE	ALEXEY GUCCI MAN	SILVER I	NONE	JUNGLE	48	7.77	6.42	8.03	11358.52	10511.27	33657.21	3965.6	9176.03	94816.68	12981.35	17544.68	7470.33	798.76	1468.85	135944.98	17746.44	28190.48	510.0	1697.73	9499.95	6671.55	1.06	14.73	7.26	0.99	1.95	0.0	314.14	23156.2	16.83	69.6	81.54	0.39	54.11	12.94	13.57	0.69	0.1	0.0	0.0	0.0	0.12	0.43	1.88	3.42	1.45
xp7T2yyEprWCNfQ_0XrK9-G-kOb7PDg1oH0uFh7VaTxr7Ck	Локон	SILVER I	DUO_SUPPORT	BOTTOM	49	3.47	4.81	8.43	9517.29	8788.79	46912.61	10147.31	6360.26	43317.08	3867.69	10932.82	8192.47	1537.37	1015.28	98422.96	15553.12	18309.3	678.85	2150.41	5833.12	4780.21	2.01	27.3	11.81	2.66	1.66	0.0	323.13	18018.02	30.02	91.09	21.28	57.84	14.49	2.25	13.62	0.23	0.02	0.0	0.0	0.0	0.18	0.97	0.88	1.62	1.04
