Account ID	Summoner Name	Rank	Role	Lane	Wins	kills	deaths	assists	goldEarned	goldSpent	magicDamageDealt	magicDamageDealtToChampions	magicalDamageTaken	physicalDamageDealt	physicalDamageDealtToChampions	physicalDamageTaken	trueDamageDealt	trueDamageDealtToChampions	trueDamageTaken	totalDamageDealt	totalDamageDealtToChampions	totalDamageTaken	longestTimeSpentLiving	damageDealtToTurrets	damageDealtToObjectives	totalHeal	totalUnitsHealed	visionScore	wardsPlaced	wardsKilled	visionWardsBoughtInGame	sightWardsBoughtInGame	totalTimeCrowdControlDealt	damageSelfMitigated	timeCCingOthers	totalMinionsKilled	neutralMinionsKilled	largestCriticalStrike	neutralMinionsKilledTeamJungle	neutralMinionsKilledEnemyJungle	champLevel	doubleKills	tripleKills	quadraKills	pentaKills	unrealKills	inhibitorKills	turretKills	killingSprees	largestKillingSpree	largestMultiKill
45baITCQ2qD1R2Jx073x4skheg7F0f3_jzYo6vdbuxz523g	CaptainMolekula	GOLD I	NONE	JUNGLE	58	6.07	5.87	9.7	11431.54	10331.99	38333.98	5534.77	10033.54	96600.35	8889.22	21773.4	10325.6	1318.47	2443.92	145260.81	15743.21	34251.74	640.33	1974.39	20588.37	18437.18	1.42	25.93	9.68	2.37	1.55	0.0	283.37	31535.3	30.73	41.24	108.95	18.01	72.41	9.73	14.48	0.48	0.04	0.01	0.01	0.0	0.26	1.25	1.45	2.73	1.41
wfiw1E1c00BNftOnsiJcgcd3Q4xWC__nU2dvwdGtxL-YshQ	Свиной Солдафон	GOLD I	NONE	JUNGLE	52	5.76	6.9	6.82	10770.05	9854.49	18767.05	2413.3	8892.56	104207.78	11642.7	16972.38	10791.87	1082.72	1140.47	133767.51	15139.47	27006.35	530.57	2724.32	17234.95	9013.33	1.92	22.43	9.75	1.61	2.05	0.0	197.06	19085.18	14.61	86.01	64.0	197.56	43.21	5.2	13.55	0.63	0.05	0.0	0.0	0.0	0.18	1.43	1.31	2.45	1.37
P5DyURWuZyA4OCKUs3UOOMPxo8sFFcKTsaPorys577vM4Ts	Cвингер Пеппа	GOLD I	SOLO	TOP	50	6.92	4.64	6.22	11952.31	11168.0	23512.12	3735.39	8957.7	97773.79	10940.75	15201.57	8245.91	3345.84	1826.93	129532.69	18022.71	25987.01	639.95	5916.49	11012.02	3526.67	1.2	24.43	10.72	2.34	1.75	0.0	178.37	29804.13	32.64	164.37	15.25	139.07	5.28	4.19	14.56	0.65	0.08	0.03	0.0	0.0	0.44	2.14	1.57	3.49	1.52
7yrAEneNKr1D7PfgNqM2DtC8LSs0_OuA_tQByoTaIcYpcvc	Erenya	GOLD I	DUO_SUPPORT	BOTTOM	50	2.08	6.04	13.96	7806.66	6969.75	16543.88	6861.62	5843.64	5091.22	1956.44	6989.93	1952.41	700.03	586.75	23588.3	9518.76	13421.18	568.98	1016.42	2483.87	8882.18	3.72	49.06	23.21	5.0	5.1	0.0	105.47	9693.29	31.53	18.88	0.79	42.03	0.19	0.05	12.75	0.04	0.0	0.0	0.0	0.0	0.13	0.36	0.36	0.78	0.82
QqjsrBXQOOCzWnnAuH3-tes9U0d2RttIm7Am-6sYF38IlX8	Delphina007	GOLD I	SOLO	TOP	47	6.2	5.4	8.34	10756.33	9791.22	46116.44	8396.6	8077.92	54026.25	8818.88	14055.56	6386.2	762.67	1456.22	106529.61	17978.8	23590.63	594.1	2716.16	7113.84	4655.76	1.58	20.55	8.84	1.88	1.43	0.0	178.84	20914.51	25.28	123.64	17.34	126.76	10.44	1.64	14.29	0.49	0.04	0.0	0.0	0.0	0.15	0.83	1.56	3.12	1.37
QN10Lfhnq6pdBEUCQR9GihD9NOXvQB26YB4wXy8ilWdyX68	World of Flame	GOLD I	SOLO	TOP	52	6.11	5.3	7.59	11440.8	10332.72	44786.13	7945.79	8530.08	82076.85	9928.38	13676.83	8926.48	1351.34	1168.59	135790.06	19226.22	23376.31	592.94	4887.73	11144.44	6076.12	1.52	13.91	6.94	1.53	0.59	0.0	265.12	18171.5	25.22	149.12	24.04	164.64	14.04	3.92	14.37	0.59	0.07	0.01	0.01	0.0	0.31	1.61	1.35	3.21	1.4
BaysvgMvMZ_9C0QXjQekUoFEK7E_Mczq7M777xVrh6hYeMQ	DeadlyJerboa	GOLD I	SOLO	MID	50	8.2	5.78	7.28	12443.1	11543.76	41946.17	7992.79	8092.73	89199.27	10411.89	14041.21	6645.61	1475.46	1275.68	137791.83	19880.75	23410.35	587.59	3131.68	10648.01	6657.76	1.38	18.32	6.83	2.38	1.95	0.0	207.08	16775.95	18.08	135.46	36.1	242.52	23.62	3.07	14.73	0.94	0.12	0.01	0.0	0.0	0.19	1.04	1.85	3.95	1.7
vLQKxFkO3tcOZpv6BTROmJVABZEdFIYNwA_85VZ_oMYeRrc	Mordesosaiser	GOLD I	SOLO	TOP	54	6.93	5.57	4.71	10423.32	9524.13	83675.63	16121.28	8678.52	16775.54	2881.7	14786.76	4699.6	1070.74	1225.18	105151.58	20074.47	24691.36	582.2	3167.94	8973.96	7352.45	0.99	19.28	8.98	1.13	1.79	0.0	101.4	24486.11	9.16	126.22	6.4	1.4	2.52	1.1	13.89	0.7	0.07	0.01	0.0	0.0	0.12	1.37	1.52	3.28	1.43
hHnF-caRJWfvr5THZYDmRNbmQwq8v0aTbsnzfodCrWHCQoU	Rest In Trouble	GOLD I	DUO_CARRY	BOTTOM	49	5.9	4.66	7.06	10532.78	9782.53	12134.5	2622.82	5718.28	85274.32	11740.44	8985.12	12086.46	2205.13	848.26	109496.19	16569.24	15552.53	728.41	2925.79	7732.45	2789.33	2.63	17.95	9.47	2.08	1.28	0.0	110.9	9632.12	16.02	142.01	10.01	454.98	5.57	1.13	13.42	0.72	0.07	0.01	0.0	0.0	0.16	1.03	1.3	3.24	1.44
2nFNyIIfUDIx73bBdFJuLcolsJ088-7VJRXzD3U6XNciNuM	Dubster	GOLD I	DUO_SUPPORT	BOTTOM	53	4.31	5.06	12.17	9372.44	8535.48	30079.25	8337.61	5976.43	34807.74	4437.69	9882.83	4809.09	702.44	836.78	69696.82	13478.56	16696.84	615.71	1493.65	5200.42	6749.16	3.14	33.99	18.07	2.75	1.02	0.0	226.76	16543.4	32.31	62.71	15.18	61.88	10.21	1.04	13.3	0.31	0.04	0.01	0.0	0.0	0.08	0.55	1.02	1.98	1.21
iPLFyByX0W7E-uz_HZbbncqAZAfeMt6IakrABmQC7lUTqP8	KyponaTo4ka	GOLD I	DUO_SUPPORT	BOTTOM	47	2.77	4.18	14.2	8345.46	7515.05	22593.72	9396.73	4928.52	4286.73	1343.26	6657.11	1203.73	685.93	542.66	28084.89	11426.64	12129.09	697.67	1561.01	2416.76	10585.8	4.62	45.81	20.19	4.14	0.92	0.0	42.0	6344.33	15.87	21.18	1.71	11.57	1.03	0.18	12.89	0.1	0.02	0.0	0.0	0.0	0.1	0.39	0.6	1.31	0.97
cLekkdxN5S-87HWCXYN50PJVlEYTUS5GnsV9uu5BB9RObpg	Huntridge	GOLD I	SOLO	TOP	47	5.63	4.99	4.14	11073.94	9852.78	2409.12	432.84	8899.34	134048.35	14342.03	18204.08	6721.15	1359.14	1096.66	143179.08	16134.43	28201.02	604.91	5233.46	13563.07	7844.9	1.01	12.64	6.29	1.1	0.53	0.0	92.58	21792.25	11.9	154.77	21.91	716.97	9.78	6.17	14.24	0.39	0.06	0.0	0.0	0.0	0.21	1.75	1.39	2.75	1.3
5HqMfMLR0IR33b6C8kEbQAl4F6YaPNLpIaENLIXiThyQIKY	TechiesFromDota	GOLD I	DUO_SUPPORT	BOTTOM	49	2.95	4.76	11.1	8085.94	7316.61	23986.01	7716.97	6085.18	19282.75	3047.75	9425.38	4442.55	728.31	829.65	47712.19	11493.77	16341.02	643.42	974.65	4068.39	5783.99	3.36	43.71	18.97	4.75	2.57	0.0	150.98	12588.32	29.07	36.89	18.06	55.16	12.21	1.32	12.29	0.16	0.01	0.01	0.0	0.0	0.04	0.49	0.72	1.4	0.96
xov9hgZw1I28gTLfRNMSzu97JQKZ87EvUhVIe08KoJKeUxA	xXx МАDАRА xXx	GOLD I	DUO_SUPPORT	BOTTOM	49	4.3	5.28	9.83	9127.58	8176.84	25378.42	6908.92	7241.55	34622.42	4810.21	10958.09	6535.88	1151.35	1054.52	66537.52	12871.22	19254.99	581.01	1322.24	4646.27	6342.77	1.87	17.92	8.15	1.42	0.76	0.0	154.58	14912.1	22.07	72.06	13.15	15.37	8.85	0.44	13.11	0.36	0.04	0.0	0.0	0.0	0.11	0.47	0.99	1.96	1.21
m4lJkH2Au6smsHCDeNoLKB3C_VMmIsKeEG1ouGte_11pEvg	Eldri	GOLD I	SOLO	TOP	53	5.21	4.54	11.73	9798.24	9090.8	32975.98	6995.23	7971.33	37038.77	7043.84	14364.61	7340.35	762.53	1353.21	77356.03	14802.59	23690.09	670.83	1396.06	4092.68	3563.06	1.2	19.15	9.48	1.79	1.69	0.0	235.21	35246.25	30.25	113.33	7.17	69.38	4.9	0.16	14.25	0.31	0.03	0.0	0.0	0.0	0.07	0.66	1.28	2.85	1.22
-ajkIqvSoQki-cKFPj9B96P6xEgF8Vi24iDcxVj6wlLkszw	Horseman BoJack	GOLD I	NONE	JUNGLE	56	7.16	6.44	9.18	11397.08	10418.39	53664.59	8980.55	8370.13	66518.81	7210.14	18075.23	12457.77	1717.65	1409.28	132642.15	17909.06	27855.55	580.5	3698.49	18457.64	8972.16	1.07	24.19	7.69	2.55	3.7	0.0	354.57	23228.31	25.38	56.52	80.6	44.27	55.38	5.8	13.97	0.55	0.03	0.02	0.0	0.0	0.23	1.28	1.64	3.19	1.39
qDNv4FpUGfpFToMwnLbGuoos5YQqRGlJlMdEpnhXUieln4Y	Сracker	GOLD I	DUO_SUPPORT	BOTTOM	47	3.99	5.25	12.03	9012.47	8068.85	46407.11	13173.44	6499.64	8028.25	1914.42	9078.3	2694.87	1155.5	649.34	57131.07	16244.15	16228.11	637.89	1752.46	3323.52	5582.25	2.53	45.0	19.59	4.28	5.54	0.0	183.94	9410.37	33.02	51.66	1.4	16.93	0.23	0.28	13.51	0.24	0.02	0.0	0.0	0.0	0.09	0.48	0.9	2.0	1.06
fE6bPr7PIiGeXePnSh_93TbDuvDmt-KKKgfqu0G0X6F7JPI	Srayk	GOLD I	SOLO	TOP	53	8.86	6.45	7.44	11797.57	10613.74	45265.11	11011.72	9826.79	69103.99	11040.15	14984.59	8501.46	2111.75	1595.4	122871.43	24164.37	26407.69	616.16	2930.24	10237.1	6814.41	1.11	16.59	7.61	1.41	0.06	0.0	171.33	19439.58	19.92	120.84	28.73	158.98	18.34	3.59	14.63	0.99	0.07	0.02	0.0	0.0	0.2	0.96	2.05	4.03	1.58
pMJZvCqU12DfoMU5JXziPD0PPfRpXJMB690OWtFv1AwVEKM	Банан	GOLD I	DUO_SUPPORT	BOTTOM	51	3.71	6.77	11.14	8901.67	8094.21	24304.83	8440.93	5772.2	27428.29	4233.57	9572.73	2586.55	454.67	752.41	54320.35	13129.87	16098.23	497.7	1883.04	4099.26	4446.86	2.98	43.03	19.84	3.69	3.15	0.0	177.53	10308.82	31.46	53.33	5.81	92.73	3.44	0.48	12.69	0.26	0.02	0.0	0.0	0.0	0.11	0.45	0.77	1.57	1.08
Iwjr40bD4dvMPw9EuoRO4WG-zFWXJ0Hlpd-8rZb2wjD1Zu8	VeRuCteR Schütze	GOLD I	DUO_CARRY	BOTTOM	51	8.0	7.27	7.49	11808.55	10926.65	7480.41	1870.74	6960.3	128596.83	18920.01	12107.97	4840.8	507.77	858.63	140918.7	21299.15	19927.74	490.99	5391.21	11592.1	1998.51	1.02	20.56	9.06	2.14	0.48	0.0	94.02	10173.47	15.57	151.09	15.93	730.98	8.26	2.38	13.31	1.15	0.19	0.05	0.01	0.0	0.27	1.75	1.81	3.31	1.77
Fx534DC0dhJldYa-0BcO0lnJgRlEQNyIuuSigt_rkhsgdf8	Riddi4	GOLD I	SOLO	TOP	53	6.06	5.18	6.79	10900.08	10110.49	28701.52	6677.08	8218.67	82030.92	10455.44	17749.63	6432.42	1670.87	1545.28	117165.53	18804.11	27514.38	696.26	5114.53	11041.53	3699.61	1.01	18.28	9.28	1.66	0.2	0.0	209.39	28455.24	24.89	124.81	18.22	26.15	7.7	3.91	14.59	0.56	0.09	0.01	0.0	0.0	0.24	1.79	1.37	2.91	1.48
tAqwGRU13QVF4fp9Wzu4_zHP8MUzyaHqIO_-mOSdnAF0KiU	lHedingl	GOLD I	DUO_SUPPORT	BOTTOM	55	5.3	7.36	9.88	10176.08	9281.4	33353.25	9862.24	7934.48	38484.12	5299.38	12215.44	7712.68	1081.87	1152.97	79551.07	16244.3	21303.88	521.1	2630.43	8335.99	3752.1	1.66	29.48	13.9	2.48	0.22	0.0	146.73	15002.36	28.56	71.2	15.45	169.53	9.63	1.34	13.62	0.48	0.05	0.02	0.0	0.0	0.19	1.01	1.27	2.11	1.38
iHpghW_eEdoSg_uhsUvSiWslpsNNdHM65UA1M27d6zoqt0o	Skeolan	GOLD I	SOLO	BOTTOM	52	5.76	5.49	7.24	10281.21	9489.52	15219.89	3478.8	6219.77	77049.19	11252.83	11183.17	8201.19	1534.01	1008.3	100470.98	16266.24	18412.03	618.1	3016.87	7395.02	4671.0	2.2	15.86	7.39	1.88	1.18	0.0	121.37	13818.66	17.05	120.5	13.93	377.14	8.35	1.87	13.47	0.55	0.07	0.01	0.0	0.0	0.19	1.2	1.4	2.76	1.41
4nVjRCw4T9T2CDxHnYC9zsOkRf9hyL1x8cl-6PBF7E4olhs	АнтиСанта	GOLD I	NONE	JUNGLE	50	5.15	5.53	8.62	9833.42	9220.0	34605.16	5518.38	7796.01	59044.54	6769.13	14523.03	5925.01	1040.79	1709.16	99575.63	13328.91	24029.01	617.01	1643.27	10759.45	8394.99	1.74	23.79	8.35	3.0	4.86	0.0	297.5	23931.54	26.68	64.65	54.62	2.65	39.24	3.1	13.52	0.37	0.02	0.0	0.0	0.0	0.13	0.71	1.14	2.51	1.21
aS0miGLj36sU_k36beH90pF2Qks3wnW_Dsr5hKyEQ_3n6vc	ЗАЩЕКАНОЧКА	GOLD I	NONE	JUNGLE	58	5.66	6.35	10.02	10537.35	9550.7	72480.01	10512.42	8946.0	26965.36	2589.55	14881.77	10315.76	1150.48	2040.33	109762.02	14253.21	25869.12	569.51	1701.07	11543.68	6832.82	2.62	18.65	7.54	2.21	0.02	0.0	488.64	39459.46	38.74	41.7	79.6	32.62	52.83	5.89	14.01	0.29	0.03	0.01	0.0	0.0	0.19	0.96	1.32	2.46	1.24
uDYYNfGKni2I-v0ZdWeUoblNcXMRG9QbXOq3mYwKpT9zNrw	I inSane I	GOLD I	SOLO	BOTTOM	61	9.02	6.73	8.87	11578.2	10559.49	47696.79	11126.64	7310.48	56092.56	9443.25	15098.81	6801.41	889.57	1351.17	110591.53	21460.21	23761.37	543.26	3399.23	8889.75	6653.73	2.01	16.58	7.61	1.46	0.63	0.0	210.19	17729.35	19.64	101.18	29.32	174.7	17.77	4.33	14.04	1.32	0.21	0.1	0.01	0.0	0.13	1.03	2.03	3.96	1.82
1stqrsK9iGlB_kRwiEVI7joOk7FcL4JUxFa2-FGredlynGU	kovr16	GOLD III	DUO_SUPPORT	BOTTOM	48	3.03	6.76	12.25	8796.46	7882.57	21999.99	6114.95	8453.35	24755.9	5076.24	11124.41	4752.14	951.49	1237.93	51508.7	12143.33	20816.57	587.2	1804.0	3587.96	6579.68	4.08	39.65	17.17	3.92	1.37	0.0	202.42	20693.65	30.12	54.94	1.8	52.33	0.57	0.13	13.31	0.11	0.01	0.0	0.0	0.0	0.09	0.61	0.55	1.13	1.0
pQtRMtwzUkX_pqouymRRdeAkU2JnwaQOP2SXeVnbaLbxq8Q	Wance	GOLD III	DUO_SUPPORT	BOTTOM	51	5.84	4.73	9.3	10574.64	9627.73	24396.28	7186.71	6083.3	61460.59	8541.94	10204.62	5450.31	1288.1	1047.99	91307.9	17017.4	17336.75	647.25	3022.69	8065.16	4121.6	1.72	24.01	11.03	2.87	1.22	0.0	211.94	17296.47	28.28	88.87	20.87	240.91	14.05	1.14	13.83	0.51	0.1	0.02	0.0	0.0	0.2	1.05	1.36	3.06	1.42
0myFesPcOK2_XDwnrwluN8H8-T9CX1TXAIPcGIgEItmRcXA	Aldaris	GOLD III	NONE	JUNGLE	46	6.5	7.3	9.43	11357.14	10465.05	17192.39	2761.77	9096.2	105805.61	12666.71	18692.08	9123.47	1433.79	1406.92	132122.41	16863.06	29196.18	505.75	2045.13	16302.78	8198.0	1.45	26.54	6.8	5.41	2.94	0.0	194.56	22465.46	18.12	68.86	74.15	101.13	53.28	3.66	13.95	0.61	0.07	0.0	0.0	0.0	0.16	0.82	1.56	2.45	1.44
btqXtIQFTND3pYYidQFLvcKt7LuxwgCKxf6hZRF7_DuKGJ8	Brаin	GOLD III	DUO_SUPPORT	BOTTOM	45	2.46	6.16	10.25	7581.64	6846.08	17777.73	5240.56	6739.62	16383.81	3505.57	10842.36	5452.75	596.34	1444.98	39615.12	9343.06	19027.81	525.28	1084.77	2592.2	3524.11	2.87	32.88	14.14	3.38	1.66	0.0	124.64	19882.23	28.9	45.41	3.0	7.4	1.55	0.16	11.8	0.13	0.0	0.0	0.0	0.0	0.07	0.39	0.52	0.94	0.91
6MLifr1k1-TUnvcvu0MD_igR86MnibU6CQMV9I9DJtyRnKM	ZveReKE	GOLD III	DUO_CARRY	BOTTOM	54	8.48	6.74	7.41	12920.46	11843.23	3047.07	846.06	7374.13	118708.34	17968.25	12831.52	7515.55	948.26	1051.24	129271.56	19763.15	21257.78	574.1	4635.49	11815.12	5871.18	2.85	14.38	7.58	1.1	0.4	0.0	79.21	10680.26	10.65	145.36	16.17	678.05	8.52	2.96	13.77	1.19	0.1	0.02	0.0	0.0	0.39	1.7	2.03	3.77	1.69
Jzrha2pv4aYP8jGXBYXgYRfSxGtTor3mht2dsHGXLrey7b4	Мармеладзe	GOLD III	DUO_SUPPORT	BOTTOM	51	3.56	4.65	12.89	8709.73	7852.6	14272.65	5792.01	5564.38	25102.32	4715.9	7931.69	3074.44	662.99	687.17	42450.12	11171.59	14184.01	642.37	1703.91	3679.01	7583.53	3.71	34.17	14.2	3.81	3.74	0.0	191.3	10615.03	36.18	53.99	2.97	146.53	1.47	0.13	12.88	0.19	0.02	0.0	0.0	0.0	0.15	0.6	0.87	1.96	1.01
8Xaci6L2yMpkKqtDCAM5N9NvlmfNlTZIUx4d60EODeQiqSE	LexaSP	GOLD III	SOLO	JUNGLE	49	6.02	5.32	7.74	10834.64	9927.68	51151.91	9115.93	7699.94	74416.36	7358.22	12852.29	7203.05	723.71	960.54	132772.12	17198.56	21513.54	643.36	3443.15	11565.82	5689.17	1.36	21.95	9.46	2.71	1.47	0.0	312.41	13789.37	35.56	114.69	34.39	83.82	24.43	2.0	14.23	0.63	0.05	0.01	0.0	0.0	0.23	1.19	1.54	2.88	1.43
gSMoV4eWxn6W417h4Pr37NxDXC49HEqDnZxT5MbS8ESSD9U	Вoльт	GOLD III	NONE	JUNGLE	58	7.48	7.18	9.99	11277.16	10191.68	63010.75	13139.17	10299.72	41779.13	4722.5	21722.24	11625.42	1168.83	1579.74	116415.97	19031.23	33602.59	536.44	1266.1	15394.5	13779.74	0.98	18.85	9.02	1.67	0.1	0.0	369.88	26334.3	44.2	65.18	58.67	0.67	39.21	3.17	14.16	0.61	0.07	0.0	0.0	0.0	0.27	0.73	1.83	3.06	1.46
EzG9nPs72xyrBPO7R_aE56VVSMq3sx0rQLIXUwE2btthOfI	 Kai Sa GodWar	GOLD III	DUO_CARRY	BOTTOM	51	7.1	8.1	9.78	11751.04	10814.6	31327.8	7869.06	8769.21	92230.26	13527.14	15843.64	7090.4	1164.77	1321.75	130649.29	22561.68	25935.42	506.58	2855.64	9207.09	5526.41	2.09	22.47	10.13	2.11	1.28	0.0	221.53	19451.61	23.9	116.22	33.55	208.58	21.13	3.95	14.38	0.81	0.11	0.02	0.01	0.0	0.17	1.19	1.77	2.68	1.56
I7Rd3xZtK2qc5HH93dHzXCFD-mpOFI-fxowJ8y1piGJfTm4	YAZBAMOZGA	GOLD III	SOLO	MID	47	7.86	7.26	6.48	11797.43	11020.11	80553.06	14788.21	8275.27	45901.32	6165.99	13294.85	9318.95	1658.25	1757.83	135774.15	22613.23	23328.7	540.56	3039.96	7264.3	5219.15	1.01	13.07	6.07	1.6	0.41	0.0	179.75	18801.77	19.07	148.02	26.25	0.0	17.35	3.94	14.86	0.88	0.14	0.03	0.0	0.0	0.23	1.12	1.84	3.25	1.63
hc11mFkmnt-GpY8k1YDf1dyRAykwZbm4-YWVrW9wrRBpJes	Player 28	GOLD III	DUO_CARRY	BOTTOM	52	5.24	4.89	9.61	10242.3	9287.13	25989.33	6759.32	6624.44	64589.05	9682.56	9049.71	3522.59	578.13	690.78	94101.69	17020.65	16365.76	645.93	2821.57	6889.57	3906.07	2.71	26.35	13.27	2.35	2.16	0.0	153.85	9111.16	23.21	113.56	7.78	443.02	4.39	1.01	13.31	0.49	0.06	0.01	0.0	0.0	0.27	1.0	1.16	2.61	1.24
AtujopRiQss-IB1RL4mOcuFW1KUwgMbKB5e2BQC-aI6Fq3k	samp4ik	GOLD III	NONE	JUNGLE	55	6.1	5.84	8.03	10936.38	10009.46	76040.5	9237.01	8805.92	63113.46	6006.25	16180.61	6161.48	900.1	854.75	145316.32	16144.02	25841.88	537.21	2456.45	12673.52	11146.06	1.39	26.03	3.14	1.93	0.21	0.0	404.12	15221.35	27.03	74.18	92.8	241.54	65.51	8.39	13.86	0.9	0.15	0.05	0.01	0.0	0.18	0.93	1.42	2.89	1.61
nCgNrydYCiO8LdXubaWjzqn1WpmEdrN3-dAMCAsFkuy0mNA	Zalepi	GOLD III	NONE	JUNGLE	46	6.29	7.66	8.76	10257.23	9343.89	45005.5	5701.1	8458.1	73503.54	8928.21	19145.88	7034.23	1416.29	1654.94	125544.16	16046.41	29259.78	493.95	951.69	15766.38	10380.53	1.17	20.56	8.72	1.46	1.94	0.0	283.8	20420.24	26.73	27.75	96.5	9.53	66.98	4.41	13.21	0.48	0.08	0.0	0.0	0.0	0.08	0.54	1.42	2.61	1.36
NtQUkJzwi0QYOCzyPu_FxS1fLP-kMfeku9ZPc4UWbLblTrI	Аэтерос	GOLD III	DUO_SUPPORT	BOTTOM	50	2.22	5.56	17.87	8479.62	7444.75	15666.08	6495.57	6251.82	4620.62	1269.09	8850.34	3064.27	738.82	1033.41	23351.64	8504.19	16136.57	580.93	1098.46	1975.19	9219.43	4.31	50.1	21.27	5.64	6.45	0.0	173.05	12105.92	37.85	22.9	0.47	11.27	0.13	0.1	13.01	0.04	0.0	0.0	0.0	0.0	0.14	0.31	0.3	0.66	0.91
HbeIUW4966fu4gQjOg0pIzqxcB9bYMgaz0GXkyVD_JdGL1c	Слепой PlayBoy	GOLD III	NONE	JUNGLE	50	6.51	6.41	8.19	10755.3	9851.09	47689.54	6471.33	7630.96	70610.09	8019.3	18192.03	12762.58	1254.91	1677.03	131063.1	15746.41	27500.88	518.54	1711.36	21587.97	12517.51	4.06	24.79	7.7	3.59	5.84	0.0	241.48	19675.14	13.32	36.91	97.39	170.78	59.9	10.54	13.47	0.54	0.05	0.0	0.0	0.0	0.16	0.97	1.56	2.83	1.41
tkzDxJ9Rl9cZVW70ShbZsW09E_m_Q3d7T8PQjqHEHskbQmY	Linkoln207	GOLD III	NONE	JUNGLE	48	8.03	5.86	6.75	12295.63	11384.55	75836.68	9600.52	9828.9	91445.73	9345.9	19166.0	8360.13	1017.19	1272.54	175643.22	19964.32	30268.27	637.65	1994.98	17441.08	15416.61	1.93	22.55	7.14	3.4	3.29	0.0	255.59	17448.27	13.44	63.98	119.19	24.53	79.13	14.72	14.71	0.87	0.09	0.01	0.01	0.0	0.23	1.01	1.77	3.67	1.54
HzFR-h8f9962bnKUlXwCR0aG8cIhL2y7tNqoxVHuYG0D_dQ	Waynari	GOLD III	SOLO	BOTTOM	50	6.54	7.74	9.1	10822.53	9954.99	23791.33	5381.43	8632.08	70039.28	10434.46	13817.94	8525.33	1586.72	2198.77	102356.77	17403.36	24649.7	458.44	3058.24	7947.55	4729.98	1.17	22.19	9.14	2.55	1.3	0.0	147.01	26887.33	30.87	99.67	18.03	271.69	11.25	2.32	13.69	0.58	0.08	0.02	0.0	0.0	0.18	0.98	1.37	2.57	1.37
YGzj8Cg0kQFGuWtWYVvvpXIUlxSOvIQa4VzaPPgytVz3JIU	Гeндальф Розовый	GOLD III	DUO_SUPPORT	BOTTOM	56	5.34	6.33	10.42	9569.23	8724.36	26117.71	6497.73	8192.27	44881.51	7121.06	11680.11	7135.04	955.93	1303.23	78135.13	14575.4	21176.45	523.33	2287.63	7220.86	4642.54	2.47	23.11	10.78	2.25	0.99	0.0	219.52	19226.93	29.48	82.48	8.74	150.53	4.21	0.58	13.0	0.55	0.07	0.01	0.0	0.0	0.14	0.85	1.26	2.48	1.34
BWWcjF7Gw44XMfSOE-GSwJ35FX1P3pIiN2V2KXc81Rb2i9k	Герцöг Кäбäн	GOLD III	SOLO	MID	54	5.91	5.05	8.8	11118.51	10222.37	96554.93	15462.42	8667.6	34631.86	4291.61	13013.5	3840.28	660.68	1123.8	135027.78	20415.43	22805.71	571.39	3115.01	9657.33	5670.32	1.1	18.34	9.14	1.09	2.0	0.0	193.62	17329.41	23.13	154.67	21.59	41.79	13.59	2.76	14.23	0.55	0.1	0.02	0.0	0.0	0.2	1.06	1.4	3.14	1.45
8I9Ql1rYcpmp8nSEfdm3N9I3UCfN7SjWU6TjtAMkvQzqxno	Бацилла	GOLD III	DUO_SUPPORT	BOTTOM	44	2.42	6.59	13.11	8264.74	7420.84	15340.43	4410.42	7431.07	19417.77	2897.4	11297.31	3578.44	654.18	1055.24	38337.46	7962.75	19784.51	541.69	1460.2	3350.46	3134.3	2.88	38.4	17.98	3.44	4.2	0.0	210.76	18462.42	28.4	39.05	2.02	0.06	0.88	0.17	13.1	0.11	0.01	0.0	0.0	0.0	0.07	0.45	0.46	0.77	0.94
A2FCn_rUE-QtYP2k8DRoKMAy1ThDJwZcO0QboREZh_ICaJU	Chipchilinka228	GOLD III	NONE	JUNGLE	48	7.36	6.34	9.49	10927.24	9998.38	29407.28	5613.3	9482.98	70946.47	11426.6	15975.05	7375.15	1121.11	1395.72	107729.63	18161.76	26854.65	540.03	2165.91	10343.41	7942.34	1.71	22.67	10.39	1.92	2.04	0.0	239.85	22980.57	23.66	89.1	41.56	227.19	29.81	1.81	13.75	0.73	0.08	0.01	0.0	0.0	0.14	0.99	1.75	3.34	1.54
VfYV3C8eEmcMRtSecPMedwHEyKz5qpYdQWEurC-KIZoFDFQ	Ngô Khá Bá	GOLD III	DUO_CARRY	BOTTOM	46	5.47	6.13	9.41	10455.46	9611.64	22476.98	6160.96	7211.89	68767.55	10446.69	11952.64	6677.48	973.01	978.94	97922.7	17581.3	20144.29	587.75	3066.64	8741.07	3958.89	2.61	26.97	12.77	2.24	1.25	0.0	110.89	12703.73	18.63	113.76	8.72	314.09	2.72	2.53	13.34	0.47	0.08	0.01	0.0	0.0	0.12	0.77	1.24	2.53	1.34
fremxxpgg9_9d17bwSByDCOvM00aFHUsWBNHlhm5OKnyDGk	Enflox	GOLD III	SOLO	MID	51	9.05	7.78	7.16	12728.16	12010.46	52236.86	10341.99	9261.01	81387.44	12307.28	17639.12	7938.73	1380.96	2362.71	141563.69	24031.0	29263.66	513.07	3736.59	9645.64	7392.98	1.22	20.73	9.48	1.57	1.27	0.0	217.05	25923.47	20.79	152.06	22.78	165.12	12.15	4.67	14.74	1.03	0.18	0.02	0.01	0.0	0.16	1.28	2.01	3.78	1.66
